Type,SKU item_sku,Title,Product Description,standard_price,img_src1,img_src2,img_src3
Pendants,PD0084-DAM,1.00Ct Oval Shaped Amethyst and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DAQ,1.00Ct Oval Shaped Aquamarine and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Aquamarine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DBT,1.00Ct Oval Shaped Blue Topaz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Blue Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DCT,1.00Ct Oval Shaped Citrine and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Citrine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DEM,1.00Ct Oval Shaped Emerald and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Emerald and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DGA,1.00Ct Oval Shaped Green Amethyst and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Green Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DGT,1.00Ct Oval Shaped Garnet and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Garnet and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DPD,1.00Ct Oval Shaped Peridot and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Peridot and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DPT,1.00Ct Oval Shaped Pink Topaz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Pink Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DRB,1.00Ct Oval Shaped Ruby and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Ruby and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DSP,1.00Ct Oval Shaped Sapphire and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Sapphire and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-DSQ,1.00Ct Oval Shaped Smokey Quartz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Smokey Quartz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DAM,1.00Ct Oval Shaped Amethyst and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DAQ,1.00Ct Oval Shaped Aquamarine and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Aquamarine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DBT,1.00Ct Oval Shaped Blue Topaz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Blue Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DCT,1.00Ct Oval Shaped Citrine and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Citrine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DEM,1.00Ct Oval Shaped Emerald and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Emerald and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DGA,1.00Ct Oval Shaped Green Amethyst and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Green Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DGT,1.00Ct Oval Shaped Garnet and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Garnet and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DPD,1.00Ct Oval Shaped Peridot and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Peridot and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DPT,1.00Ct Oval Shaped Pink Topaz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Pink Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DRB,1.00Ct Oval Shaped Ruby and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Ruby and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DSP,1.00Ct Oval Shaped Sapphire and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Sapphire and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-WA-DSQ,1.00Ct Oval Shaped Smokey Quartz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Smokey Quartz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DAM,1.00Ct Oval Shaped Amethyst and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DAQ,1.00Ct Oval Shaped Aquamarine and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Aquamarine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DBT,1.00Ct Oval Shaped Blue Topaz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Blue Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DCT,1.00Ct Oval Shaped Citrine and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Citrine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DEM,1.00Ct Oval Shaped Emerald and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Emerald and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DGA,1.00Ct Oval Shaped Green Amethyst and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Green Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DGT,1.00Ct Oval Shaped Garnet and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Garnet and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DPD,1.00Ct Oval Shaped Peridot and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Peridot and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DPT,1.00Ct Oval Shaped Pink Topaz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Pink Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DRB,1.00Ct Oval Shaped Ruby and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Ruby and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DSP,1.00Ct Oval Shaped Sapphire and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Sapphire and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,200.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0084-YA-DSQ,1.00Ct Oval Shaped Smokey Quartz and Diamond Pendant in 10K Gold,7x5 mm Oval shaped Smokey Quartz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.00 carats and has the most perfect cut and clarity. white-diamonds weight 0.06 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,170.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DAM,5.20Ct Oval Shaped Amethyst and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DAQ,5.20Ct Oval Shaped Aquamarine and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Aquamarine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,188.55,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DBT,5.20Ct Oval Shaped Blue Topaz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Blue Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DCT,5.20Ct Oval Shaped Citrine and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Citrine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DGA,5.20Ct Oval Shaped Green Amethyst and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Green Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DGT,5.20Ct Oval Shaped Garnet and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Garnet and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DLCE,5.20Ct Oval Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Emerald and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DLCR,5.20Ct Oval Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Ruby and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DLCS,5.20Ct Oval Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Sapphire and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DPT,5.20Ct Oval Shaped Pink Topaz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Pink Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-DSQ,5.20Ct Oval Shaped Smokey Quartz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Smokey Quartz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DAM,5.20Ct Oval Shaped Amethyst and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DAQ,5.20Ct Oval Shaped Aquamarine and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Aquamarine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,249.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DBT,5.20Ct Oval Shaped Blue Topaz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Blue Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DCT,5.20Ct Oval Shaped Citrine and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Citrine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DGA,5.20Ct Oval Shaped Green Amethyst and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Green Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DGT,5.20Ct Oval Shaped Garnet and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Garnet and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DLCE,5.20Ct Oval Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Emerald and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DLCR,5.20Ct Oval Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Ruby and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DLCS,5.20Ct Oval Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Lab Created Sapphire and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DPT,5.20Ct Oval Shaped Pink Topaz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Pink Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0085-WA-DSQ,5.20Ct Oval Shaped Smokey Quartz and Diamond Pendant in 10K Gold,12x10 mm Oval shaped Smokey Quartz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 5.20 carats and has the most perfect cut and clarity. white-diamonds weight 0.1 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,194.99,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
